"game_id","date","Team","Opponent","Team_Score","Opponent_Score","Location","ADJO","ADJD","EFF","EFG_pct","TO_Pct","OR_Pct","FTR_Pct","ThreePointer_Pct","opp_ADJO","opp_ADJD","Opp_EFF","Opp_EFG_Pct","Opp_TO_Pct","Opp_OR_Pct","Opp_FTR_Pct","Opp_ThreePointer_Pct"
"Loyola MDDePaul12-28",2024-12-28,"Loyola MD","DePaul",65,84,"A",93,114,91.3,50,21.1,18.4,37,35.29,108.3,98.1,118,48.6,9.8,40,33.3,20.83
"Loyola MDDelaware St.12-7",2024-12-07,"Loyola MD","Delaware St.",77,80,"A",103.3,113.8,105.1,52.5,19.1,28.6,26.2,37.04,98.1,115.7,109.2,55.1,20.5,34.4,39,30
"Loyola MDHoly Cross1-2",2025-01-02,"Loyola MD","Holy Cross",72,74,"A",102,113.7,108.5,45.8,13.6,29.7,33.3,36.84,100.4,119.3,111.6,60.2,13.6,13.3,24.1,47.83
"Loyola MDLehigh1-18",2025-01-18,"Loyola MD","Lehigh",76,60,"A",112.2,104.1,119.3,59.5,15.7,33.3,20.7,50,89.9,124.5,94.2,55.2,20.4,7.4,20.8,43.75
"Loyola MDMount St. Mary's12-14",2024-12-14,"Loyola MD","Mount St. Mary's",77,69,"A",107.3,100.3,107.1,52,20.9,25,56.9,34.62,86.7,117.1,95.9,49.1,26.4,35.3,29.8,19.05
"Loyola MDNJIT11-12",2024-11-12,"Loyola MD","NJIT",68,50,"A",101,93.8,106.2,50.8,15.6,35.1,18,36.36,74.4,111.4,78.1,41.7,23.4,21.2,11.1,16.67
"Loyola MDVCU11-16",2024-11-16,"Loyola MD","VCU",57,83,"A",97.1,101.7,79.5,39.5,23.7,25,33.3,36.84,99.4,93.4,115.7,55.7,15.3,34.3,36.1,30.77
"Loyola MarymountColorado St.12-4",2024-12-04,"Loyola Marymount","Colorado St.",54,83,"A",87.1,112.2,78.6,37.5,14.6,12.8,28.6,19.05,124.5,83.1,120.9,55.2,11.6,29.7,14.9,38.89
"Loyola MarymountPacific1-23",2025-01-23,"Loyola Marymount","Pacific",73,68,"A",110.3,108.6,113.4,57.1,10.9,20.6,32.1,45.45,109.4,118.1,105.6,50,12.4,31.6,17.5,38.89
"Loyola MarymountSaint Louis11-16",2024-11-16,"Loyola Marymount","Saint Louis",71,77,"A",102.6,111,101.4,45.2,17.1,31,30.6,34.48,118.5,101.2,110,53.3,17.1,30.8,31.1,37.93
"Loyola MarymountSaint Mary's1-7",2025-01-07,"Loyola Marymount","Saint Mary's",56,81,"A",108.8,112.7,90.7,44.3,17.8,23.5,24.5,45.45,131.9,98.9,131.2,49.1,11.3,45.7,49.1,44.44
"Loyola MarymountSan Diego2-1",2025-02-01,"Loyola Marymount","San Diego",78,62,"A",99.9,93.1,105.1,50,12.1,18.9,63.6,43.75,92,103.8,83.5,29,16.2,34,36.2,11.11
"Loyola MarymountSan Francisco12-28",2024-12-28,"Loyola Marymount","San Francisco",55,70,"A",93.2,95.9,82.7,38,16.5,21.6,40.7,15.79,106.5,88.9,105.2,46.8,15,34.9,25.4,32.35
"Loyola MarymountWashington St.12-30",2024-12-30,"Loyola Marymount","Washington St.",59,73,"A",85.5,89.6,79.3,42.2,21.5,16.7,25.9,14.29,99.9,84.6,98.1,55.3,24.2,25.8,24.6,36.84
"Loyola MarymountWyoming11-27",2024-11-27,"Loyola Marymount","Wyoming",73,70,"N",113.9,106.2,109.9,56.1,15.1,19.4,19.3,32,110.5,113.1,105.4,46.8,13.5,31.6,22.2,31.25
"MaineBrown11-10",2024-11-10,"Maine","Brown",69,67,"A",99.2,98.7,100.8,50,20.4,33.3,25.9,28.57,99.7,109.1,97.8,52,21.9,30.3,52.9,35
"MaineBryant1-4",2025-01-04,"Maine","Bryant",55,81,"A",81.2,104.5,76.3,38.7,20.8,16.7,37.7,29.41,110,87.4,112.4,58.1,26.4,45.5,22.6,38.46
"MaineCanisius12-14",2024-12-14,"Maine","Canisius",84,79,"A",116.5,125.4,130,68.9,15.5,27.3,30.2,43.75,122.6,142.8,122.2,62,10.8,12.5,25.9,42.86
"MaineDuke11-4",2024-11-04,"Maine","Duke",62,96,"A",107.9,106.4,84.3,39.5,19,19.4,31.6,21.43,127.7,96.9,130.6,64.3,17.7,35.5,31.7,37.93
"MaineDuquesne12-11",2024-12-11,"Maine","Duquesne",61,56,"A",104.6,91.1,99.3,50,22.8,32.1,33.3,44.44,93.2,107.2,91.2,44,30.9,51.3,19,42.31
"MaineFordham12-8",2024-12-08,"Maine","Fordham",72,87,"A",91,113.7,93,41.7,16.8,22.5,28.8,25,115.8,99.2,112.3,58.2,20.7,36.1,41,47.37
"MaineNJIT1-16",2025-01-16,"Maine","NJIT",57,44,"A",86.6,85,91.4,48,22.4,30.3,29.4,31.25,75.3,95.3,70.6,35.4,24.1,23.5,33.3,20
"MaineNavy12-1",2024-12-01,"Maine","Navy",71,66,"N",100,105.6,106.6,56.9,18,19.2,33.3,33.33,104.5,111.6,99.1,51.9,22.5,29,27.8,35.29
"MainePenn11-30",2024-11-30,"Maine","Penn",64,77,"A",95.4,118.6,98.6,52.6,13.9,13.3,8.8,42.86,118.2,109.7,118.7,51.9,20,43.3,44.4,33.33
"MaineQuinnipiac11-15",2024-11-15,"Maine","Quinnipiac",55,58,"A",83.6,91,81.7,41.8,25.3,35.9,13.1,25.93,89.9,86.2,86.1,46.6,22.3,30,10.3,19.05
"MaineRichmond11-20",2024-11-20,"Maine","Richmond",66,70,"A",97.6,106.4,97.2,41.4,8.8,17.5,39.7,20,105,105.3,103.1,53.2,22.1,21.4,53.2,40
"MaineStony Brook12-21",2024-12-21,"Maine","Stony Brook",72,74,"A",100.2,121.2,111.1,56.4,17,25.8,23.6,44.44,118.6,117.8,114.2,54.1,23.1,34.6,44.9,50
"MaineUMBC1-18",2025-01-18,"Maine","UMBC",87,62,"A",110.6,85,120.3,64.8,15.2,17.9,7.8,47.83,87.4,130.2,85.7,47.4,26.3,25.7,15.5,36.84
"MaineUMass Lowell1-23",2025-01-23,"Maine","UMass Lowell",86,85,"A",105.3,110.7,114.6,52.4,9.3,17.1,40.3,41.18,116.6,122.8,113.3,56.9,18.7,29.4,20,40
"MaineVermont2-1",2025-02-01,"Maine","Vermont",49,55,"A",85.3,103,82.7,42.3,15.2,14.7,13.5,30,95.4,88.6,92.8,47.1,18.6,27.8,25,31.82
"ManhattanFairleigh Dickinson11-17",2024-11-17,"Manhattan","Fairleigh Dickinson",82,85,"A",111.7,135.1,119,57.8,18.9,41.2,20.3,52.17,115.5,117.7,123.4,57.8,16,40,25,43.48
"ManhattanMaryland11-4",2024-11-04,"Manhattan","Maryland",49,79,"A",86,90.3,68.4,31.4,16.8,15.6,25.4,18.52,93.9,77.1,110.3,47.9,14,38.1,24.3,21.74
"ManhattanMerrimack1-12",2025-01-12,"Manhattan","Merrimack",62,69,"A",103.2,112,96.1,53.8,27.9,35.7,15.4,44.44,96.8,98.7,107,53.6,23.3,36.7,23.6,30
"ManhattanMount St. Mary's1-25",2025-01-25,"Manhattan","Mount St. Mary's",74,64,"A",113.1,102.5,113.1,48.4,16.8,39,35.5,33.33,88.5,115.7,97.8,45.3,16.8,32.4,41.5,28.57
"ManhattanPresbyterian12-21",2024-12-21,"Manhattan","Presbyterian",86,81,"A",106.4,115.4,117,48.4,13.6,32.5,50.8,34.62,104.2,114.8,110.2,48.4,15,36.4,46,35.48
"ManhattanRider1-5",2025-01-05,"Manhattan","Rider",80,79,"A",110.1,123.3,117.6,58.6,14.7,26.5,31,43.48,107.3,118,116.1,48.4,16.2,41.2,32.3,33.33
"ManhattanSacred Heart2-2",2025-02-02,"Manhattan","Sacred Heart",72,74,"A",89.9,98.7,94.9,41.5,15.8,31.4,25.4,30,89.6,95.7,97.5,50,18.4,23.3,16.4,35.14
"ManhattanSaint Peter's12-6",2024-12-06,"Manhattan","Saint Peter's",70,67,"A",103.1,112.6,102.6,44.4,14.7,32.5,33.9,19.23,91.3,102.3,98.2,41,11.7,36.2,29.9,37.5
"ManhattanSiena1-3",2025-01-03,"Manhattan","Siena",95,103,"A",108.4,118.7,107.9,53.6,13.6,17.9,41.4,37.5,103.6,113.1,117,48.8,9.1,33.3,31.3,29.73
"ManhattanVirginia11-26",2024-11-26,"Manhattan","Virginia",65,74,"A",107.4,118.6,104.9,53.8,22.6,32.3,18.9,42.31,111.5,103.9,119.5,59.3,12.9,25,27.8,42.86
"ManhattanWagner12-18",2024-12-18,"Manhattan","Wagner",80,66,"A",119.9,118.4,126.4,65,19,30.8,38,43.33,97.7,125.6,104.2,45,11.1,28.9,26.7,34.48
"MaristCanisius1-25",2025-01-25,"Marist","Canisius",70,47,"A",94.4,87.5,114.1,61.3,22.8,34.6,11.3,42.86,85.9,118.2,76.6,36,11.4,15.4,14,33.33
"MaristHarvard11-4",2024-11-04,"Marist","Harvard",66,79,"A",98.1,126.9,100.5,47.6,16.7,31.6,15.9,40,123.7,110.4,120.3,69.8,21.3,25,33.3,41.18
"MaristIona1-3",2025-01-03,"Marist","Iona",70,65,"A",97.8,97.7,96.3,57.3,31.6,25.9,39.6,41.18,91.7,106.3,89.4,39.2,22,37.5,40,35
"MaristLehigh11-30",2024-11-30,"Marist","Lehigh",69,74,"A",102,114,102.5,47.7,7.4,19.4,12.1,28,110.3,115.6,109.9,53.8,11.9,18.8,47.2,41.67
"MaristManhattan12-8",2024-12-08,"Marist","Manhattan",82,75,"A",112.2,110.3,120.8,58.3,19.1,40.7,20,33.33,113.8,132.8,110.5,51.6,17.7,36.1,27.9,33.33
"MaristNiagara1-23",2025-01-23,"Marist","Niagara",67,65,"A",95.8,104.1,102.3,55.2,22.9,35.5,8.6,36.36,102,112.7,99.3,50,22.9,31,34.6,18.18
"MaristRichmond11-9",2024-11-09,"Marist","Richmond",79,72,"A",115.4,112.6,117.2,55,14.8,29.7,28.3,50,111.5,127.3,106.8,47.1,14.8,22.9,60.8,36.36
"MaristSaint Peter's1-16",2025-01-16,"Marist","Saint Peter's",56,51,"A",94.3,99.2,94.3,59,21.9,8.7,43.6,44.44,90.2,101.8,85.9,39,25.3,33.3,28,29.41
"MaristStony Brook12-17",2024-12-17,"Marist","Stony Brook",68,66,"A",106.8,121.5,118.1,52.5,12.2,39.5,16.4,33.33,119.3,128.3,114.6,53.3,17.4,30.8,48.9,34.78
"MarquetteButler1-28",2025-01-28,"Marquette","Butler",78,69,"A",117.8,99.8,118.4,57.4,7.6,23.3,18,36.36,119.4,105.7,104.7,45.8,18.2,34.3,30.5,27.27
"MarquetteDayton12-14",2024-12-14,"Marquette","Dayton",63,71,"A",108.9,99.5,101.8,49.1,21,32.4,27.8,31.03,120.4,98.9,114.8,50.8,11.3,42.9,26.2,21.05
"MarquetteDePaul1-14",2025-01-14,"Marquette","DePaul",85,83,"A",116.3,106.2,113.2,52.2,8,18.6,35.3,35.14,121.3,104.7,110.5,60.9,21.3,32.4,12.5,37.5
"MarquetteIowa St.12-4",2024-12-04,"Marquette","Iowa St.",70,81,"A",115.6,103.6,100.2,46.4,15.7,35.6,14.3,35.48,127.6,92.4,115.9,55.9,17.2,34.4,35.6,40
"MarquetteMaryland11-15",2024-11-15,"Marquette","Maryland",78,74,"A",129.4,97.4,115.5,51.7,11.8,29.4,41.4,34.78,122,105.4,109.6,59.1,19.3,25.9,25.5,36.84
"MarquetteProvidence12-31",2024-12-31,"Marquette","Providence",78,50,"A",129.8,75.3,124.9,52.3,8,38.5,16.7,30.56,87.9,115.6,80.1,42,35.2,40.5,28,28.57
"MarquetteSeton Hall1-21",2025-01-21,"Marquette","Seton Hall",76,59,"A",114.4,89.3,111.5,50,19.1,41.7,43.1,37.04,94.7,103.3,86.5,50,35.2,34.8,46.5,9.09
"MarquetteXavier12-21",2024-12-21,"Marquette","Xavier",72,70,"A",114.8,91.2,103.8,55.1,14.4,16.7,18.6,36.84,108.8,97.7,100.9,51.9,20.2,19.4,38.5,31.58
"MarshallCoastal Carolina1-18",2025-01-18,"Marshall","Coastal Carolina",77,64,"A",111.3,105,119.5,50.8,9.3,37.8,34.4,40,98.9,121.5,99.3,43.4,18.6,31.4,47.2,28.57
"MarshallElon12-28",2024-12-28,"Marshall","Elon",59,73,"A",87.2,103.4,85.8,35.3,17.5,37.5,20.6,20,103,89.5,106.2,47.4,17.5,37.5,43.9,33.33
"MarshallGeorgia Southern1-25",2025-01-25,"Marshall","Georgia Southern",71,67,"A",101.1,105,104.3,46,17.6,30.3,62,30.77,98.3,105.5,98.4,45.2,19.1,36.4,35.5,42.86
"MarshallGeorgia St.1-23",2025-01-23,"Marshall","Georgia St.",92,79,"A",121.5,120.5,133.7,63.8,14.5,32.1,36.2,63.16,116.8,133.3,114.8,47.2,5.8,34.1,22.5,36.84
"MarshallJames Madison1-16",2025-01-16,"Marshall","James Madison",64,67,"A",87.3,95.4,90.6,42.7,24.1,36.8,24.2,27.27,96.8,89.4,94.9,45.1,15.6,26.3,24.6,25
"MarshallPurdue11-23",2024-11-23,"Marshall","Purdue",45,80,"A",80.3,97.8,67.3,34,28.4,35.9,32.1,12.5,112.9,73.9,119.6,56.2,19.4,32.1,68.8,37.5
"MarshallSouthern Miss12-21",2024-12-21,"Marshall","Southern Miss",66,68,"A",113.5,125.2,113.3,56.2,20.6,34.5,43.8,28.57,114.8,116.4,116.7,53.6,15.4,44.7,32.1,30
"MarshallUNC Wilmington12-7",2024-12-07,"Marshall","UNC Wilmington",69,78,"A",93.8,102,94.4,46.1,17.8,31.9,37.5,23.33,106.3,95.5,106.7,50.9,17.8,25.8,49.1,23.53
"MarshallWestern Kentucky11-30",2024-11-30,"Marshall","Western Kentucky",82,90,"A",113.6,114.7,104.3,44,17.8,34.9,41.8,23.33,111,108.7,114.4,65.6,17.8,10.7,83.3,46.67
"MarshallWright St.12-11",2024-12-11,"Marshall","Wright St.",79,88,"A",101.4,113.7,104.7,50.8,13.3,20,31.2,36,115.4,106.8,116.6,64.8,18.6,13.8,44.4,44.44
"Maryland Eastern ShoreArkansas11-25",2024-11-25,"Maryland Eastern Shore","Arkansas",35,109,"A",59.2,129,46.1,26.2,25,14.9,13.1,15.38,120.7,60.3,143.5,66,5.3,28.1,23.6,44.12
"Maryland Eastern ShoreConnecticut11-30",2024-11-30,"Maryland Eastern Shore","Connecticut",45,99,"A",77.6,114.5,65.4,32,16,14,50,14.29,119.4,84.1,143.8,62.7,14.5,39.3,45.8,37.04
"Maryland Eastern ShoreIllinois11-23",2024-11-23,"Maryland Eastern Shore","Illinois",40,87,"A",73.7,97.4,55,25.7,20.6,25.9,11.8,25,98.6,71.7,119.7,51.4,12.4,44.2,24.3,25
"Maryland Eastern ShoreLittle Rock11-27",2024-11-27,"Maryland Eastern Shore","Little Rock",59,78,"A",95.9,123.5,86.6,41.2,22,25.6,26.3,26.92,99.7,100.1,114.5,55.7,14.7,30.3,21.3,33.33
"Maryland Eastern ShoreLongwood12-5",2024-12-05,"Maryland Eastern Shore","Longwood",76,80,"A",111,111.8,110.4,71.1,30.5,19,81.6,47.06,100.9,127.4,116.2,48.6,11.6,44.2,30.4,25.93
"Maryland Eastern ShoreMaryland12-28",2024-12-28,"Maryland Eastern Shore","Maryland",66,81,"A",108.2,101.7,94.9,47.5,20.1,35.3,19.7,25,102.6,107.9,116.4,51.6,17.2,41.7,34.9,27.78
"Maryland Eastern ShoreMiami OH11-12",2024-11-12,"Maryland Eastern Shore","Miami OH",70,88,"A",113.8,129.8,110.8,57.8,15.8,20.7,35.3,42.86,118.9,130.9,139.2,66.4,15.8,46.7,9.4,46.88
"Maryland Eastern ShoreMorgan St.2-1",2025-02-01,"Maryland Eastern Shore","Morgan St.",63,76,"A",85.4,112.7,92.4,43.8,20.5,29.7,33.9,23.81,97.1,106.6,111.5,54.7,17.6,30.3,52.8,33.33
"Maryland Eastern ShoreMurray St.11-20",2024-11-20,"Maryland Eastern Shore","Murray St.",61,79,"A",98,116.4,93.6,44.1,16.9,17.6,37.3,31.25,103.3,111.2,121.3,52.8,18.4,44.1,55.6,29.17
"Maryland Eastern ShoreNorfolk St.1-4",2025-01-04,"Maryland Eastern Shore","Norfolk St.",59,81,"A",89.8,115.2,87.9,40,17.9,34.9,18.5,27.27,104.2,102.7,120.6,63.2,16.4,31,28.1,40
"Maryland Eastern ShoreNorth Carolina Central1-11",2025-01-11,"Maryland Eastern Shore","North Carolina Central",69,88,"A",88,138.9,101.7,49,25.1,32.4,58.8,26.09,121.6,106.5,129.7,64.5,16.2,44.4,40,45.83
"Maryland Eastern ShoreOld Dominion11-15",2024-11-15,"Maryland Eastern Shore","Old Dominion",71,73,"A",97.3,109.9,100.7,45.2,8.5,22,35.5,30,92.5,113,103.5,47.6,17,32.4,28.6,18.18
"Maryland Eastern ShorePenn11-7",2024-11-07,"Maryland Eastern Shore","Penn",84,85,"A",111.7,129.1,121.7,52.3,15.9,42.5,40.6,36.84,111.7,134.2,123.1,53.4,10.1,31.6,53.4,35.29
"Maryland Eastern ShoreSouth Carolina St.1-13",2025-01-13,"Maryland Eastern Shore","South Carolina St.",64,78,"A",97.9,113.6,91.9,44.1,18.7,27,60.8,27.78,96.1,108,112,49,17.2,30,79.6,12.5
"Maryland Eastern ShoreVanderbilt11-4",2024-11-04,"Maryland Eastern Shore","Vanderbilt",63,102,"A",102.6,123,87.7,51,20.9,11.4,36.5,33.33,119.7,106.8,142,55.6,1.4,39.5,45.8,23.53
"MarylandIllinois1-23",2025-01-23,"Maryland","Illinois",91,70,"A",128.4,80.3,114.2,52.1,8.8,28.2,31.9,25,101.6,99.3,87.9,42.6,20.1,21.6,39.3,21.43
"MarylandIndiana1-26",2025-01-26,"Maryland","Indiana",79,78,"A",136.2,113.2,125,59,15.8,41.9,14.8,50,135.3,113.5,123.4,53.9,11.1,38.9,23.4,41.18
"MarylandNorthwestern1-16",2025-01-16,"Maryland","Northwestern",74,76,"A",107.8,94.9,99,42.9,21.4,35.1,34.9,30,112.4,89.2,101.7,53.3,17.4,25.7,31.7,31.58
"MarylandOregon1-5",2025-01-05,"Maryland","Oregon",79,83,"A",132.3,112.4,119.6,55.1,15.1,29.4,32.2,42.86,136.6,109.5,125.6,62.5,13.6,28.6,26.8,42.86
"MarylandPurdue12-8",2024-12-08,"Maryland","Purdue",78,83,"A",127.3,99.5,111.9,53.8,14.3,31.4,13.6,42.31,129.6,102.4,119,55.3,11.5,28.6,19.7,34.62
"MarylandSyracuse12-21",2024-12-21,"Maryland","Syracuse",87,60,"N",117.6,79.7,116.9,56.2,17.5,35.9,8.2,44.44,90.6,103.7,80.6,50,28.2,18.2,3.4,50
"MarylandVillanova11-24",2024-11-24,"Maryland","Villanova",76,75,"N",120.9,107.6,122.3,55.4,20.9,50,33.9,31.58,137.7,106.6,120.7,54,16.1,43.8,14.5,31.03
"MarylandWashington1-2",2025-01-02,"Maryland","Washington",69,75,"A",107.1,100.8,97.6,46.6,15.6,29,37.9,18.18,114.4,90.3,106.1,50,19.8,35.5,40.4,20.83
"MassachusettsDuquesne2-1",2025-02-01,"Massachusetts","Duquesne",62,53,"A",89.5,77.5,87.6,45.7,25.4,36.1,32.8,31.25,78.4,88.1,74.9,35,15.6,25.5,36.7,17.39
"MassachusettsFordham1-15",2025-01-15,"Massachusetts","Fordham",120,118,"A",113,108.8,112.2,49.4,15.9,38.6,67.9,40.74,109.5,118.3,110.3,41.2,14,37.1,76.5,29.41
"MassachusettsGeorge Mason1-11",2025-01-11,"Massachusetts","George Mason",70,77,"A",115.8,111.2,100.5,41.8,12.9,23.1,56.4,33.33,112.1,103.7,110.5,55.1,24.4,43.3,71.4,30
"MassachusettsHarvard11-27",2024-11-27,"Massachusetts","Harvard",62,54,"A",91.1,89,94.9,41,21.4,51.2,16.4,6.25,85.4,96.6,82.7,42.6,16.8,21.1,4.9,30
"MassachusettsRhode Island1-29",2025-01-29,"Massachusetts","Rhode Island",82,88,"A",111.4,116.1,107.7,45.8,18.4,41.3,33.3,27.27,117.3,111.2,115.6,63.2,19.7,25.9,50.9,38.89
"MassachusettsSaint Joseph's12-31",2024-12-31,"Massachusetts","Saint Joseph's",72,81,"A",109.5,107.4,99.8,34.9,5.5,31.4,35.6,18.75,111.9,105,112.3,55.3,23.6,42.4,40.4,35.48
"MassachusettsTemple11-23",2024-11-23,"Massachusetts","Temple",80,87,"N",105.5,116.6,108.8,43.8,13.6,31.7,75,21.74,122.7,109.8,118.4,51.7,15,38.9,64.4,29.41
"MassachusettsWest Virginia11-8",2024-11-08,"Massachusetts","West Virginia",69,75,"A",106.3,100.2,95,46.7,20.7,33.3,33.3,28.57,107.2,95.4,103.3,43.9,19.3,35.3,50.9,34.78
"McNeese St.Alabama11-11",2024-11-11,"McNeese St.","Alabama",64,72,"A",105.4,90.4,95.8,45.1,19.5,31.6,18,29.17,115.2,90,107.8,55,22.5,30.3,48,32.35
"McNeese St.Houston Christian1-13",2025-01-13,"McNeese St.","Houston Christian",75,59,"A",110,83.1,108.3,54.2,14.4,30.6,31.7,33.33,86.3,106.6,85.2,47,24.5,17.1,40,25.93
"McNeese St.Louisiana12-22",2024-12-22,"McNeese St.","Louisiana",64,56,"A",96.3,97.3,101.6,42.5,12.7,34.2,28.3,6.25,96.8,94.3,88.9,48.1,20.6,21.2,11.1,33.33
"McNeese St.Mississippi St.12-14",2024-12-14,"McNeese St.","Mississippi St.",63,66,"N",106.6,89.2,97.1,50,23.1,31.4,32.1,40.91,106.9,93,101.7,41.3,12.3,28.2,63.5,27.78
"McNeese St.Nicholls St.2-1",2025-02-01,"McNeese St.","Nicholls St.",63,71,"A",96,105.9,95.3,48,22.7,26.7,40,0,113.4,90.9,107.5,59,19.7,14.3,28,50
"McNeese St.Northwestern St.1-6",2025-01-06,"McNeese St.","Northwestern St.",92,69,"A",142.7,115.6,143.8,68.4,14.1,40.7,31.6,57.14,116.4,134.7,107.8,49,20.3,32.3,43.1,32
"McNeese St.South Dakota St.11-4",2024-11-04,"McNeese St.","South Dakota St.",73,80,"N",102.3,104.1,99,44.9,14.9,20.5,45.8,26.92,115.2,94,108.5,55.7,21.7,36.4,26.2,34.29
"McNeese St.Texas A&M Commerce1-4",2025-01-04,"McNeese St.","Texas A&M Commerce",75,56,"A",106.3,88.7,109.2,56.4,21.8,35.5,36.4,33.33,85.1,105.1,81.6,39.1,23.3,32.6,12.5,27.78
"McNeese St.Texas A&M Corpus Chris1-27",2025-01-27,"McNeese St.","Texas A&M Corpus Chris",74,73,"A",111.2,104.7,109.2,58.9,17.7,21.9,25,52.17,113.9,103.9,107.7,48.3,14.8,33.3,38.3,42.11
"McNeese St.UT Rio Grande Valley1-25",2025-01-25,"McNeese St.","UT Rio Grande Valley",93,63,"A",130.7,99,138.6,63.9,19.4,53.3,29.5,42.86,104,127.8,93.9,42.7,19.4,33.3,22.6,21.21
"MemphisCharlotte1-19",2025-01-19,"Memphis","Charlotte",77,68,"A",106.4,92.5,106.9,57.9,22.2,31.2,31.6,40,98.3,106.1,94.4,46.5,16.7,15.8,35.1,32.14
"MemphisClemson12-14",2024-12-14,"Memphis","Clemson",87,82,"A",128.1,97.6,116.6,61.7,21.4,32.3,28.3,48,118.7,112.2,109.9,52.2,17.4,33.3,22.4,32.26
"MemphisFlorida Atlantic1-2",2025-01-02,"Memphis","Florida Atlantic",90,62,"A",119.2,82.1,123.3,64.4,26,46.4,32.2,55.56,95.8,114.9,84.9,36,17.8,38,30.9,16.13
"MemphisMichigan St.11-26",2024-11-26,"Memphis","Michigan St.",71,63,"N",127.7,89.4,112.1,54.5,14.2,20,25.5,34.78,108.9,106.4,99.5,49,20.5,35.3,36.5,35
"MemphisRice2-2",2025-02-02,"Memphis","Rice",86,83,"A",121.6,112.1,119,64.2,22.1,35.5,25,52.38,121.6,116.7,114.8,53.2,19.4,35.9,35.5,40
"MemphisSan Francisco11-21",2024-11-21,"Memphis","San Francisco",68,64,"N",101,89,96.8,43.3,21.3,30,59.6,36.84,102.2,89.7,91.1,37.7,21.3,36.7,44.3,21.43
"MemphisTemple1-16",2025-01-16,"Memphis","Temple",81,88,"A",110.6,115.8,111.1,50,13.7,27,51.7,28.57,131,106.2,120.7,54,20.6,59.5,54.8,40.91
"MemphisTulane1-30",2025-01-30,"Memphis","Tulane",68,56,"A",104.7,88.9,104,52.6,16.8,24.2,17.2,39.13,96.9,96,85.6,39.7,18.3,31,29.3,16.67
"MemphisUNLV11-9",2024-11-09,"Memphis","UNLV",80,74,"A",114.4,102.4,112.8,57.1,18.3,25.8,39.3,35.29,116.2,105.5,104.4,47.4,14.1,24.4,44.8,36
"MemphisVirginia12-18",2024-12-18,"Memphis","Virginia",64,62,"A",103.9,95.8,100.4,42,18.8,38.9,37.5,21.74,106.9,95,97.2,45.3,17.3,27.3,34,31.58
"MercerChattanooga2-1",2025-02-01,"Mercer","Chattanooga",84,93,"A",113.2,112.2,111.3,54.6,13.2,31.7,38.5,44,116,122.7,123.2,54.2,10.6,21.6,60,35.48
"MercerDePaul11-11",2024-11-11,"Mercer","DePaul",64,95,"A",85.5,119.9,83.8,42.6,27.5,35.6,37.7,16.67,121.7,88.5,124.3,62.1,18.3,40,40.3,36
"MercerGeorgia St.12-28",2024-12-28,"Mercer","Georgia St.",71,68,"A",94.8,96.8,100.5,49.2,15.6,23.7,18.5,31.25,93.2,107.4,96.2,44.3,12.7,38.6,20,27.27
"MercerMiami OH11-26",2024-11-26,"Mercer","Miami OH",72,75,"N",92.5,100.3,96.9,49.2,25.6,38.2,24.2,29.17,101.2,99.9,100.9,55.7,24.2,24,34,20.83
"MercerQueens12-18",2024-12-18,"Mercer","Queens",66,73,"A",84.8,94.4,85.5,40.9,18.1,23.3,25.8,16,92.2,90.7,94.5,47.4,22,24.3,42.1,42.11
"MercerSouth Alabama11-16",2024-11-16,"Mercer","South Alabama",66,75,"A",100.1,111.4,95.6,48.3,15.9,13.5,19,37.5,106.8,100.6,108.6,48.3,13,30,41.7,25
"MercerSouth Carolina11-21",2024-11-21,"Mercer","South Carolina",72,84,"A",118.5,117.2,105.1,56.1,17.5,19.4,15.8,46.15,116.6,114.9,122.6,60,13.1,25,52.7,44.44
"MercerStetson12-8",2024-12-08,"Mercer","Stetson",89,83,"A",101.8,109.2,112.1,53,11.3,26.8,40.3,39.29,102,119,104.5,51.6,21.4,25,33.3,37.93
"MercerUNC Greensboro1-22",2025-01-22,"Mercer","UNC Greensboro",79,78,"A",105.9,108.4,107.8,48.5,13.6,31,26.5,25.81,106.8,111.4,106.5,44.8,17.7,39.5,31.3,34.29
"MercerVMI1-4",2025-01-04,"Mercer","VMI",70,67,"A",89.4,90.9,92.4,52.7,21.1,20.6,33.9,37.5,85.4,99.1,88.4,48.2,22.4,12.1,36.4,33.33
"MercerWestern Carolina1-12",2025-01-12,"Mercer","Western Carolina",82,85,"A",106,127,108.1,43,10.6,36.5,47.9,26.92,107.6,116.8,112.1,55.6,14.5,19.4,32.3,32.35
"MercerWinthrop12-21",2024-12-21,"Mercer","Winthrop",97,102,"A",105.8,119.4,112,54.9,17.3,27.3,36.1,44,117.6,116.1,117.8,64,19.6,28.9,84.2,47.83
"MercerWofford1-18",2025-01-18,"Mercer","Wofford",49,69,"A",79,96.5,75.7,33.3,13.9,20.9,31.6,18.18,99.2,85.5,106.5,51.9,10.8,20.6,38.9,31.25
"MercyhurstAir Force11-24",2024-11-24,"Mercyhurst","Air Force",48,82,"A",89.5,138,82.1,37.3,10.3,13.5,27.5,19.05,120.5,101.3,140.3,80.2,20.5,31.6,18.8,71.43
"MercyhurstBinghamton12-18",2024-12-18,"Mercyhurst","Binghamton",60,62,"A",89.3,100,94.5,43.3,17.3,21.2,34.6,18.75,89.1,105.5,97.6,51,15.7,16.1,41.7,31.25
