"game_id","date","Team","Opponent","Team_Score","Opponent_Score","Location","ADJO","ADJD","EFF","EFG_pct","TO_Pct","OR_Pct","FTR_Pct","ThreePointer_Pct","opp_ADJO","opp_ADJD","Opp_EFF","Opp_EFG_Pct","Opp_TO_Pct","Opp_OR_Pct","Opp_FTR_Pct","Opp_ThreePointer_Pct"
"LibertyValparaiso11-4",2024-11-04,"Liberty","Valparaiso",83,63,"N",116.5,94.2,122.8,62.7,8.9,17.9,22,41.67,101.9,117.6,93.2,36.5,11.8,27.9,33.3,13.33
"LindenwoodMississippi12-7",2024-12-07,"Lindenwood","Mississippi",53,86,"A",98,108.1,80,41.2,22.6,28.2,37.3,28.57,113.3,99.2,129.8,58.3,10.6,27.3,36.7,34.78
"LindenwoodMissouri11-27",2024-11-27,"Lindenwood","Missouri",61,81,"A",91.8,96.9,84.3,38.1,16.6,22.5,35.6,15,103,96.2,111.9,54.6,27.6,48.4,53.7,22.73
"LindenwoodNew Orleans11-14",2024-11-14,"Lindenwood","New Orleans",74,82,"N",95.1,124,102.4,48.5,18,38.1,19.1,22.22,110,110,113.5,55.3,23.5,40,49.1,36
"LindenwoodOklahoma11-4",2024-11-04,"Lindenwood","Oklahoma",60,93,"A",90.4,109.6,81.8,38.5,16.4,25.6,21.5,16.67,116.4,94.2,126.8,63.1,16.4,35.5,26.2,41.18
"LindenwoodRobert Morris11-15",2024-11-15,"Lindenwood","Robert Morris",53,67,"A",89.4,111.1,84.2,38.9,15.9,23.7,33.3,26.67,98.4,95.4,106.4,50.8,17.5,34.3,8.2,35.71
"LindenwoodStonehill11-17",2024-11-17,"Lindenwood","Stonehill",75,74,"N",104.3,115.7,111.5,47.5,17.8,38.5,40.7,32,106.6,120.1,110.1,61.8,19.3,16.7,33.3,50
"LindenwoodValparaiso11-21",2024-11-21,"Lindenwood","Valparaiso",64,77,"A",88.1,102.6,88.5,48.4,23.5,29.4,18,30.43,98.4,100.2,106.4,50.9,19.4,30.3,38.6,30
"LipscombAlabama A&M11-30",2024-11-30,"Lipscomb","Alabama A&M",82,44,"A",100,72,112.1,57.4,26,38.2,24.6,40,68.6,106.8,60.1,28.9,21.9,25.5,17.2,23.81
"LipscombArkansas11-6",2024-11-06,"Lipscomb","Arkansas",60,76,"A",92.7,92.5,80.8,45.7,25.6,14.7,15.5,33.33,105.3,82.9,102.3,57.1,16.2,20,11.1,21.05
"LipscombChattanooga12-3",2024-12-03,"Lipscomb","Chattanooga",80,62,"A",113.8,91.6,119.3,64.9,19.4,21.7,10.5,47.06,99.8,116.7,92.5,50,13.4,9.7,16.1,31.58
"LipscombDuquesne11-4",2024-11-04,"Lipscomb","Duquesne",77,72,"A",112.8,93.3,102.4,61.5,22.6,11.1,54.2,42.86,96.9,105.9,95.8,50,18.6,23.7,30.6,30
"LipscombKentucky11-19",2024-11-19,"Lipscomb","Kentucky",68,97,"A",105.2,115.9,95.3,42.5,8.4,17.1,17.9,17.24,142.1,96.2,136,64.5,11.2,30,33.9,48
"LipscombMiddle Tennessee12-19",2024-12-19,"Lipscomb","Middle Tennessee",65,67,"A",100.6,100.8,99.6,50,12.3,9.7,32.7,22.22,110.5,97.2,102.7,42.9,16.9,42.2,34.9,28.57
"LipscombWestern Kentucky11-17",2024-11-17,"Lipscomb","Western Kentucky",61,66,"A",89.3,85.7,81.5,38.6,17.4,20.5,16.7,16.13,90.9,83.1,88.1,42.1,17.4,23.8,28.6,22.73
"Little RockArkansas St.11-12",2024-11-12,"Little Rock","Arkansas St.",63,80,"A",104.4,112.1,94.2,51,25.4,29,40.8,36.36,119.2,107.4,119.6,47.7,13.5,43.5,46.9,33.33
"Little RockArkansas11-22",2024-11-22,"Little Rock","Arkansas",67,79,"A",94.5,98.6,87.7,42.4,24.9,30.2,39,27.27,109.2,93.2,103.4,53.8,24.9,25.8,50.9,29.17
"Little RockIllinois11-25",2024-11-25,"Little Rock","Illinois",34,92,"A",66.9,112.9,49.6,26.4,20.4,15.9,21.8,21.43,129.3,63.6,134.3,51.5,11.7,50,38.2,32.26
"Little RockTulsa11-20",2024-11-20,"Little Rock","Tulsa",71,57,"A",105.7,97.6,112.5,53.6,17.4,33.3,26.8,44.44,98.6,117.4,90.3,46.9,22.2,25,34.7,30.3
"Little RockUTSA11-16",2024-11-16,"Little Rock","UTSA",81,64,"A",108.7,89.8,112.2,60.9,19.4,21.4,36.4,50,91.9,122.5,88.7,36.7,23.6,39.1,45,27.59
"Little RockWinthrop11-9",2024-11-09,"Little Rock","Winthrop",67,82,"A",88.2,103.9,85.4,40.6,25.5,31.1,35.9,32,105.8,95.5,104.5,50,28,53.8,76.4,33.33
"Long Beach St.Cal St. Fullerton12-5",2024-12-05,"Long Beach St.","Cal St. Fullerton",73,56,"A",107.8,88.1,110.3,56.9,22.7,31,49,33.33,80.9,115.9,84.6,48,22.7,27.3,36.7,7.69
"Long Beach St.Gonzaga11-20",2024-11-20,"Long Beach St.","Gonzaga",41,84,"A",81,106.1,64.8,33.3,25.3,29.3,20.4,10,119.4,76,132.7,53.2,6.3,39.5,38.1,33.33
"Long Beach St.Pepperdine12-19",2024-12-19,"Long Beach St.","Pepperdine",79,76,"A",115.6,107.2,113.4,56.9,14.4,25,32.8,34.78,103.1,120.4,109.1,47.5,14.4,33.3,47.5,38.1
"Long Beach St.San Diego12-10",2024-12-10,"Long Beach St.","San Diego",76,70,"A",125.5,126.4,122.5,66.3,19.3,26.3,58.1,53.85,108.3,128.1,112.8,52.6,17.7,35.3,19,44
"Long Beach St.San Francisco11-13",2024-11-13,"Long Beach St.","San Francisco",54,84,"A",96.6,117.2,81.9,42.6,27.3,31.2,14.8,28.57,117.4,90.7,127.4,65.7,21.2,42.3,35.2,41.18
"Long Beach St.San Jose St.11-27",2024-11-27,"Long Beach St.","San Jose St.",66,82,"N",108.7,126,107.4,50,14.6,36.4,33.3,33.33,124.6,116.1,133.4,59.6,13,41.9,42.1,33.33
"Long Beach St.South Dakota St.11-8",2024-11-08,"Long Beach St.","South Dakota St.",79,80,"A",114.7,111.4,113.5,50,14.4,25.7,49.1,42.31,111.6,117.3,114.9,56.2,17.2,29,42.9,38.46
"Long Beach St.UNC Greensboro11-25",2024-11-25,"Long Beach St.","UNC Greensboro",48,71,"N",82.1,109.9,75.6,33,25.2,37.5,39.6,20,103.1,83.7,111.8,48.4,12.6,35.7,27.4,41.38
"Long Beach St.UTEP11-26",2024-11-26,"Long Beach St.","UTEP",44,70,"N",74.7,97.7,65.3,45.9,40.1,16,37.8,28.57,95,73.6,103.9,52.7,25.2,38.2,30.4,33.33
"LongwoodBinghamton11-19",2024-11-19,"Longwood","Binghamton",66,60,"A",101.7,109.2,108.2,36.3,11.5,44.4,40.3,23.81,101.5,108.4,98.3,55.2,21.3,20.7,27.1,33.33
"LongwoodCampbell12-18",2024-12-18,"Longwood","Campbell",77,55,"A",112.6,90.9,117.2,51.6,18.3,42.9,29.5,29.17,85.1,119.7,83.7,40,21.3,20,60,33.33
"LongwoodMcNeese St.11-24",2024-11-24,"Longwood","McNeese St.",69,84,"N",108,112.1,98.6,50,28.6,36.7,55.1,35,119.2,102.9,120.1,65.5,20,36.4,30.9,28.57
"LongwoodNorth Carolina Central12-20",2024-12-20,"Longwood","North Carolina Central",82,67,"A",111.8,98.8,119.9,63,20.5,30.8,54,40.91,97.3,124.6,98,50.9,17.6,29.4,41.8,18.18
"LongwoodSMU12-29",2024-12-29,"Longwood","SMU",82,98,"A",114.1,111.4,106.9,50,17,37.5,19.4,28.57,125.1,113.1,127.8,72,26.1,34.8,62,50
"LongwoodUAB11-22",2024-11-22,"Longwood","UAB",89,81,"N",113.6,105.3,122,55,9.6,21.4,43.3,25,114.4,122.5,111.1,48.6,15.1,42.5,29,17.65
"Louisiana MonroeLSU11-6",2024-11-06,"Louisiana Monroe","LSU",60,95,"A",93.1,120,81.5,41.1,19,22.5,21,21.43,118,94.9,129.1,58.2,16.3,40,28.4,29.41
"Louisiana MonroeNorth Alabama11-23",2024-11-23,"Louisiana Monroe","North Alabama",62,74,"N",97.3,111.8,96.6,51,21.8,31,28.8,27.27,106.7,110.1,115.3,50,7.8,28.9,16.9,26.92
"Louisiana MonroeNorthwestern St.11-22",2024-11-22,"Louisiana Monroe","Northwestern St.",65,63,"A",100,98.4,99.3,45.8,12.2,24.3,27.1,42.86,88.2,113.8,96.3,54.7,18.3,13.8,17,31.58
"Louisiana MonroeRice11-12",2024-11-12,"Louisiana Monroe","Rice",50,66,"A",82.7,100,75.8,35.6,22.7,27.5,40.4,14.29,90.6,88.7,100,46.4,22.7,38.5,37.5,34.48
"Louisiana MonroeTulane11-8",2024-11-08,"Louisiana Monroe","Tulane",64,80,"A",84.7,113.6,87.1,38.6,23.1,35.4,24.2,30.56,106,93,108.9,55,15,25,43.3,40
"Louisiana MonroeUT Arlington12-14",2024-12-14,"Louisiana Monroe","UT Arlington",68,77,"A",93.3,108.5,98.3,42.8,18.8,40.5,13,26.32,106.7,107.4,111.4,55,10.1,19.4,31.7,32.26
"Louisiana TechLouisiana12-8",2024-12-08,"Louisiana Tech","Louisiana",69,58,"A",98.4,93.6,105.9,57.8,24.6,34.6,27.5,38.46,93,101.1,89,47.2,16.9,15.6,26.4,30
"Louisiana TechMassachusetts11-13",2024-11-13,"Louisiana Tech","Massachusetts",76,66,"N",109.2,93.5,108.1,56.9,19.9,28.1,20.7,37.04,92.6,108,93.8,41,15.6,33.3,31.3,23.08
"Louisiana TechMemphis12-4",2024-12-04,"Louisiana Tech","Memphis",71,81,"A",112.9,105.5,103.4,64.3,29.1,26.9,24.5,56.52,117.4,103.2,117.9,48.3,20.4,51.3,55,35.29
"Louisiana TechRichmond11-26",2024-11-26,"Louisiana Tech","Richmond",65,62,"N",99.1,101.9,102.2,49,15.7,21.2,34.6,36,99.7,99,97.4,47.4,12.6,19.4,21.1,20.69
"Louisiana TechSouthern Illinois11-25",2024-11-25,"Louisiana Tech","Southern Illinois",85,79,"N",98.8,97.8,100.8,47.6,19,21.6,48.4,25,97.7,96,93.7,44.4,20.2,31.9,33.8,29.17
"Louisiana TechUT Arlington11-9",2024-11-09,"Louisiana Tech","UT Arlington",92,77,"A",134.3,109.9,137.9,59,10.5,46.9,42.6,40,116.4,135.7,115.4,48.5,16.5,47.4,25.4,28.12
"LouisianaHouston11-13",2024-11-13,"Louisiana","Houston",45,91,"N",86.8,105.2,62.7,39.1,32.1,12.5,26.1,28.57,111.8,72.7,126.8,52.9,13.9,42.9,39.7,43.48
"LouisianaUAB11-25",2024-11-25,"Louisiana","UAB",86,98,"N",119.3,123.7,121,57.8,14.1,34.4,25,38.1,125.9,129.3,137.9,54.1,11.3,50,27,36.36
"LouisvilleFlorida St.12-21",2024-12-21,"Louisville","Florida St.",90,76,"A",142.7,107.1,132.8,64.5,10.3,20,41.8,51.72,119.2,122.1,112.1,60,13.3,11.1,25.5,40
"LouisvilleKentucky12-14",2024-12-14,"Louisville","Kentucky",85,93,"A",125.9,110.4,116.5,54.3,9.6,22.7,20,35.9,134.5,107.6,127.4,68.2,15.1,25,50.9,52.38
"LouisvilleOklahoma11-29",2024-11-29,"Louisville","Oklahoma",64,69,"N",106.8,98.9,102,43.7,22.3,52.5,25.4,21.88,116.2,94.2,110,56.8,15.9,14.8,56.8,47.06
"LouisvilleWest Virginia11-28",2024-11-28,"Louisville","West Virginia",79,70,"N",117,93.9,108.7,48.2,20.6,35.9,57.9,25,106.3,96.4,96.3,51.7,22,25,20.3,34.62
"Loyola ChicagoMurray St.12-25",2024-12-25,"Loyola Chicago","Murray St.",68,71,"N",107.4,106,104.1,67.5,27.6,16.7,52.5,33.33,110.9,106.3,108.7,57,19.9,24,76.7,41.18
"Loyola ChicagoOakland12-22",2024-12-22,"Loyola Chicago","Oakland",71,72,"N",105.3,115.4,111,55.5,15.6,30,27.3,31.82,119.5,109,112.6,50,18.8,41.7,15.9,33.33
"Loyola ChicagoPrinceton11-15",2024-11-15,"Loyola Chicago","Princeton",73,68,"A",101.7,92.9,102.7,48.4,14.1,30,29.7,28.57,99.3,103.1,95.6,49.2,14.1,11.4,22,45.45
"Loyola ChicagoSan Francisco12-15",2024-12-15,"Loyola Chicago","San Francisco",66,76,"N",102.6,94.2,88.5,43.2,14.8,22.7,54.2,29.17,101.9,92.7,101.9,55.7,20.1,15.6,43.4,42.86
"Loyola MDBoston College11-19",2024-11-19,"Loyola MD","Boston College",61,82,"A",96.2,120.2,93.5,49.1,19.9,20.6,6.9,29.03,115,104.4,125.6,49.3,12.3,50,19.4,52.38
"Loyola MDCoppin St.12-2",2024-12-02,"Loyola MD","Coppin St.",68,57,"A",104.1,116.5,113,51,21.6,50,38.5,19.23,92.7,117.8,94.7,40.6,11.6,18.2,52.1,25
"Loyola MDDelaware St.12-7",2024-12-07,"Loyola MD","Delaware St.",77,80,"A",102.8,115.2,105.1,52.5,19.1,28.6,26.2,37.04,100.9,115.5,109.2,55.1,20.5,34.4,39,30
"Loyola MDMount St. Mary's12-14",2024-12-14,"Loyola MD","Mount St. Mary's",77,69,"A",109.1,100.5,107.1,52,20.9,25,56.9,34.62,89.1,116.8,95.9,49.1,26.4,35.3,29.8,19.05
"Loyola MDNJIT11-12",2024-11-12,"Loyola MD","NJIT",68,50,"A",97.9,93.2,106.2,50.8,15.6,35.1,18,36.36,76.5,111.1,78.1,41.7,23.4,21.2,11.1,16.67
"Loyola MDVCU11-16",2024-11-16,"Loyola MD","VCU",57,83,"A",96.9,103.5,79.5,39.5,23.7,25,33.3,36.84,102.2,93.2,115.7,55.7,15.3,34.3,36.1,30.77
"Loyola MarymountColorado St.12-4",2024-12-04,"Loyola Marymount","Colorado St.",54,83,"A",87.4,118.3,78.6,37.5,14.6,12.8,28.6,19.05,123,85.2,120.9,55.2,11.6,29.7,14.9,38.89
"Loyola MarymountSaint Louis11-16",2024-11-16,"Loyola Marymount","Saint Louis",71,77,"A",95.5,106.1,101.4,45.2,17.1,31,30.6,34.48,117.1,103.8,110,53.3,17.1,30.8,31.1,37.93
"Loyola MarymountWashington St.12-30",2024-12-30,"Loyola Marymount","Washington St.",59,73,"A",89.8,89,79.3,42.2,21.5,16.7,25.9,14.29,98.7,86.7,98.1,55.3,24.2,25.8,24.6,36.84
"Loyola MarymountWyoming11-27",2024-11-27,"Loyola Marymount","Wyoming",73,70,"N",113.5,104.7,109.9,56.1,15.1,19.4,19.3,32,109.2,115.9,105.4,46.8,13.5,31.6,22.2,31.25
"MaineBrown11-10",2024-11-10,"Maine","Brown",69,67,"A",101.8,98,100.8,50,20.4,33.3,25.9,28.57,97,108.6,97.8,52,21.9,30.3,52.9,35
"MaineCanisius12-14",2024-12-14,"Maine","Canisius",84,79,"A",117.9,125.6,130,68.9,15.5,27.3,30.2,43.75,119.2,142.1,122.2,62,10.8,12.5,25.9,42.86
"MaineDuke11-4",2024-11-04,"Maine","Duke",62,96,"A",108.8,109.2,84.3,39.5,19,19.4,31.6,21.43,124.2,96.5,130.6,64.3,17.7,35.5,31.7,37.93
"MaineDuquesne12-11",2024-12-11,"Maine","Duquesne",61,56,"A",105.1,92.9,99.3,50,22.8,32.1,33.3,44.44,90.7,106.7,91.2,44,30.9,51.3,19,42.31
"MaineFordham12-8",2024-12-08,"Maine","Fordham",72,87,"A",91.8,116,93,41.7,16.8,22.5,28.8,25,112.7,98.7,112.3,58.2,20.7,36.1,41,47.37
"MaineNavy12-1",2024-12-01,"Maine","Navy",71,66,"N",95.9,106,106.6,56.9,18,19.2,33.3,33.33,101.7,111.1,99.1,51.9,22.5,29,27.8,35.29
"MainePenn11-30",2024-11-30,"Maine","Penn",64,77,"A",95.6,120.6,98.6,52.6,13.9,13.3,8.8,42.86,115,109.1,118.7,51.9,20,43.3,44.4,33.33
"MaineQuinnipiac11-15",2024-11-15,"Maine","Quinnipiac",55,58,"A",80.7,91.7,81.7,41.8,25.3,35.9,13.1,25.93,87.4,85.8,86.1,46.6,22.3,30,10.3,19.05
"MaineRichmond11-20",2024-11-20,"Maine","Richmond",66,70,"A",95.7,106.2,97.2,41.4,8.8,17.5,39.7,20,102.1,104.8,103.1,53.2,22.1,21.4,53.2,40
"MaineStony Brook12-21",2024-12-21,"Maine","Stony Brook",72,74,"A",101.5,122.1,111.1,56.4,17,25.8,23.6,44.44,115.4,117.2,114.2,54.1,23.1,34.6,44.9,50
"ManhattanFairleigh Dickinson11-17",2024-11-17,"Manhattan","Fairleigh Dickinson",82,85,"A",107.2,128.2,119,57.8,18.9,41.2,20.3,52.17,114.6,119,123.4,57.8,16,40,25,43.48
"ManhattanMaryland11-4",2024-11-04,"Manhattan","Maryland",49,79,"A",87,93.3,68.4,31.4,16.8,15.6,25.4,18.52,93.2,77.9,110.3,47.9,14,38.1,24.3,21.74
"ManhattanPresbyterian12-21",2024-12-21,"Manhattan","Presbyterian",86,81,"A",108.1,116,117,48.4,13.6,32.5,50.8,34.62,103.4,116.1,110.2,48.4,15,36.4,46,35.48
"ManhattanSaint Peter's12-6",2024-12-06,"Manhattan","Saint Peter's",70,67,"A",101.9,102.8,102.6,44.4,14.7,32.5,33.9,19.23,90.7,103.4,98.2,41,11.7,36.2,29.9,37.5
"ManhattanVirginia11-26",2024-11-26,"Manhattan","Virginia",65,74,"A",112.5,122.1,104.9,53.8,22.6,32.3,18.9,42.31,110.7,105,119.5,59.3,12.9,25,27.8,42.86
"ManhattanWagner12-18",2024-12-18,"Manhattan","Wagner",80,66,"A",127,120.1,126.4,65,19,30.8,38,43.33,96.9,126.9,104.2,45,11.1,28.9,26.7,34.48
"MaristHarvard11-4",2024-11-04,"Marist","Harvard",66,79,"A",99,127.7,100.5,47.6,16.7,31.6,15.9,40,118.3,106.1,120.3,69.8,21.3,25,33.3,41.18
"MaristLehigh11-30",2024-11-30,"Marist","Lehigh",69,74,"A",100.5,109.3,102.5,47.7,7.4,19.4,12.1,28,105.5,111.1,109.9,53.8,11.9,18.8,47.2,41.67
"MaristManhattan12-8",2024-12-08,"Marist","Manhattan",82,75,"A",112.2,112.3,121.7,60.3,19.3,38.5,20.7,37.5,109.6,128.5,111.3,51.6,17.8,36.1,27.9,35
"MaristRichmond11-9",2024-11-09,"Marist","Richmond",79,72,"A",113.2,112.3,117.2,55,14.8,29.7,28.3,50,106.6,122.3,106.8,47.1,14.8,22.9,60.8,36.36
"MaristStony Brook12-17",2024-12-17,"Marist","Stony Brook",68,66,"A",108.2,122.4,118.1,52.5,12.2,39.5,16.4,33.33,114.1,123.3,114.6,53.3,17.4,30.8,48.9,34.78
"MarquetteDayton12-14",2024-12-14,"Marquette","Dayton",63,71,"A",113.2,97.3,101.8,49.1,21,32.4,27.8,31.03,121.5,95.6,114.8,50.8,11.3,42.9,26.2,21.05
"MarquetteIowa St.12-4",2024-12-04,"Marquette","Iowa St.",70,81,"A",112.6,99.3,100.2,46.4,15.7,35.6,14.3,35.48,128.7,89.4,115.9,55.9,17.2,34.4,35.6,40
"MarquetteMaryland11-15",2024-11-15,"Marquette","Maryland",78,74,"A",130.9,100.6,115.5,51.7,11.8,29.4,41.4,34.78,123,102,109.6,59.1,19.3,25.9,25.5,36.84
"MarquetteProvidence12-31",2024-12-31,"Marquette","Providence",78,50,"A",133.5,78.9,124.9,52.3,8,38.5,16.7,30.56,88.6,111.8,80.1,42,35.2,40.5,28,28.57
"MarquetteXavier12-21",2024-12-21,"Marquette","Xavier",72,70,"A",111.6,89.6,103.8,55.1,14.4,16.7,18.6,36.84,109.7,94.5,100.9,51.9,20.2,19.4,38.5,31.58
"MarshallPurdue11-23",2024-11-23,"Marshall","Purdue",45,80,"A",76.9,100.6,67.3,34,28.4,35.9,32.1,12.5,113.7,75.3,119.6,56.2,19.4,32.1,68.8,37.5
"MarshallSouthern Miss12-21",2024-12-21,"Marshall","Southern Miss",66,68,"A",109.7,124.7,113.3,56.2,20.6,34.5,43.8,28.57,115.5,118.5,116.7,53.6,15.4,44.7,32.1,30
"MarshallUNC Wilmington12-7",2024-12-07,"Marshall","UNC Wilmington",69,78,"A",92.5,102.4,94.4,46.1,17.8,31.9,37.5,23.33,107,97.2,106.7,50.9,17.8,25.8,49.1,23.53
"MarshallWestern Kentucky11-30",2024-11-30,"Marshall","Western Kentucky",82,90,"A",113.1,112.5,104.3,44,17.8,34.9,41.8,23.33,111.8,110.6,114.4,65.6,17.8,10.7,83.3,46.67
"MarshallWright St.12-11",2024-12-11,"Marshall","Wright St.",79,88,"A",99.3,111.5,104.7,50.8,13.3,20,31.2,36,116.2,108.7,116.6,64.8,18.6,13.8,44.4,44.44
"Maryland Eastern ShoreArkansas11-25",2024-11-25,"Maryland Eastern Shore","Arkansas",35,109,"A",59.4,126.3,46.1,26.2,25,14.9,13.1,15.38,121.8,58.1,143.5,66,5.3,28.1,23.6,44.12
"Maryland Eastern ShoreConnecticut11-30",2024-11-30,"Maryland Eastern Shore","Connecticut",45,99,"A",78.6,113.6,65.4,32,16,14,50,14.29,120.5,81,143.8,62.7,14.5,39.3,45.8,37.04
"Maryland Eastern ShoreIllinois11-23",2024-11-23,"Maryland Eastern Shore","Illinois",40,87,"A",73.2,99.8,55,25.7,20.6,25.9,11.8,25,99.5,69.1,119.7,51.4,12.4,44.2,24.3,25
"Maryland Eastern ShoreLittle Rock11-27",2024-11-27,"Maryland Eastern Shore","Little Rock",59,78,"A",93,120.7,86.6,41.2,22,25.6,26.3,26.92,100.6,96.5,114.5,55.7,14.7,30.3,21.3,33.33
"Maryland Eastern ShoreLongwood12-5",2024-12-05,"Maryland Eastern Shore","Longwood",76,80,"A",115,115.2,110.4,71.1,30.5,19,81.6,47.06,101.8,122.9,116.2,48.6,11.6,44.2,30.4,25.93
"Maryland Eastern ShoreMiami OH11-12",2024-11-12,"Maryland Eastern Shore","Miami OH",70,88,"A",116,134.4,110.8,57.8,15.8,20.7,35.3,42.86,120,126.2,139.2,66.4,15.8,46.7,9.4,46.88
"Maryland Eastern ShoreMurray St.11-20",2024-11-20,"Maryland Eastern Shore","Murray St.",61,79,"A",100.6,114.7,93.6,44.1,16.9,17.6,37.3,31.25,104.3,107.2,121.3,52.8,18.4,44.1,55.6,29.17
"Maryland Eastern ShoreOld Dominion11-15",2024-11-15,"Maryland Eastern Shore","Old Dominion",71,73,"A",95.3,109.4,100.7,45.2,8.5,22,35.5,30,93.3,108.9,103.5,47.6,17,32.4,28.6,18.18
"Maryland Eastern ShorePenn11-7",2024-11-07,"Maryland Eastern Shore","Penn",84,85,"A",111.9,131.3,121.7,52.3,15.9,42.5,40.6,36.84,112.8,129.4,123.1,53.4,10.1,31.6,53.4,35.29
"Maryland Eastern ShoreVanderbilt11-4",2024-11-04,"Maryland Eastern Shore","Vanderbilt",63,102,"A",100.5,120.6,87.7,51,20.9,11.4,36.5,33.33,120.8,103,142,55.6,1.4,39.5,45.8,23.53
"MarylandPurdue12-8",2024-12-08,"Maryland","Purdue",78,83,"A",121.9,102.4,111.9,53.8,14.3,31.4,13.6,42.31,131.1,105.7,119,55.3,11.5,28.6,19.7,34.62
"MarylandSyracuse12-21",2024-12-21,"Maryland","Syracuse",87,60,"N",114.5,78.8,116.9,56.2,17.5,35.9,8.2,44.44,91.6,107.1,80.6,50,28.2,18.2,3.4,50
"MarylandVillanova11-24",2024-11-24,"Maryland","Villanova",76,75,"N",116.8,105.8,122.3,55.4,20.9,50,33.9,31.58,139.3,110.1,120.7,54,16.1,43.8,14.5,31.03
"MassachusettsHarvard11-27",2024-11-27,"Massachusetts","Harvard",62,54,"A",92,89.6,94.9,41,21.4,51.2,16.4,6.25,82.3,96.8,82.7,42.6,16.8,21.1,4.9,30
"MassachusettsSaint Joseph's12-31",2024-12-31,"Massachusetts","Saint Joseph's",72,81,"A",109.3,107.4,99.8,34.9,5.5,31.4,35.6,18.75,107.9,105.3,112.3,55.3,23.6,42.4,40.4,35.48
"MassachusettsTemple11-23",2024-11-23,"Massachusetts","Temple",80,87,"N",109.4,120.2,108.8,43.8,13.6,31.7,75,21.74,118.2,110.1,118.4,51.7,15,38.9,64.4,29.41
"MassachusettsWest Virginia11-8",2024-11-08,"Massachusetts","West Virginia",69,75,"A",103.7,98.6,95,46.7,20.7,33.3,33.3,28.57,103.4,95.7,103.3,43.9,19.3,35.3,50.9,34.78
"McNeese St.Alabama11-11",2024-11-11,"McNeese St.","Alabama",64,72,"A",103.9,91.5,95.8,45.1,19.5,31.6,18,29.17,115.8,90.6,107.8,55,22.5,30.3,48,32.35
"McNeese St.Louisiana12-22",2024-12-22,"McNeese St.","Louisiana",64,56,"A",94.7,93.1,101.6,42.5,12.7,34.2,28.3,6.25,97.2,95,88.9,48.1,20.6,21.2,11.1,33.33
"McNeese St.Mississippi St.12-14",2024-12-14,"McNeese St.","Mississippi St.",63,66,"N",105.5,88.3,97.1,50,23.1,31.4,32.1,40.91,107.5,93.7,101.7,41.3,12.3,28.2,63.5,27.78
"McNeese St.South Dakota St.11-4",2024-11-04,"McNeese St.","South Dakota St.",73,80,"N",101.6,103.8,99,44.9,14.9,20.5,45.8,26.92,115.8,94.6,108.5,55.7,21.7,36.4,26.2,34.29
"MemphisClemson12-14",2024-12-14,"Memphis","Clemson",87,82,"A",129.1,100.5,116.6,61.7,21.4,32.3,28.3,48,115.2,108.6,109.9,52.2,17.4,33.3,22.4,32.26
"MemphisMichigan St.11-26",2024-11-26,"Memphis","Michigan St.",71,63,"N",123.9,91.2,112.1,54.5,14.2,20,25.5,34.78,105.6,103,99.5,49,20.5,35.3,36.5,35
"MemphisSan Francisco11-21",2024-11-21,"Memphis","San Francisco",68,64,"N",104.8,89.7,96.8,43.3,21.3,30,59.6,36.84,99.1,86.8,91.1,37.7,21.3,36.7,44.3,21.43
"MemphisUNLV11-9",2024-11-09,"Memphis","UNLV",80,74,"A",113.9,101.4,112.8,57.1,18.3,25.8,39.3,35.29,112.8,102.1,104.4,47.4,14.1,24.4,44.8,36
"MemphisVirginia12-18",2024-12-18,"Memphis","Virginia",64,62,"A",108.8,98.6,100.4,42,18.8,38.9,37.5,21.74,103.7,91.9,97.2,45.3,17.3,27.3,34,31.58
"MercerDePaul11-11",2024-11-11,"Mercer","DePaul",64,95,"A",87.4,117.5,83.8,42.6,27.5,35.6,37.7,16.67,117.6,86,124.3,62.1,18.3,40,40.3,36
"MercerMiami OH11-26",2024-11-26,"Mercer","Miami OH",72,75,"N",94.3,103.9,96.9,49.2,25.6,38.2,24.2,29.17,97.9,97.1,100.9,55.7,24.2,24,34,20.83
"MercerQueens12-18",2024-12-18,"Mercer","Queens",66,73,"A",84.5,97.8,85.5,40.9,18.1,23.3,25.8,16,89.2,88.2,94.5,47.4,22,24.3,42.1,42.11
"MercerSouth Alabama11-16",2024-11-16,"Mercer","South Alabama",66,75,"A",96.4,110.1,95.6,48.3,15.9,13.5,19,37.5,103.3,97.8,108.6,48.3,13,30,41.7,25
"MercerSouth Carolina11-21",2024-11-21,"Mercer","South Carolina",72,84,"A",116.1,113.2,105.1,56.1,17.5,19.4,15.8,46.15,112.7,111.6,122.6,60,13.1,25,52.7,44.44
"MercerStetson12-8",2024-12-08,"Mercer","Stetson",89,83,"A",102.5,112.7,112.1,53,11.3,26.8,40.3,39.29,98.7,115.7,104.5,51.6,21.4,25,33.3,37.93
"MercerWinthrop12-21",2024-12-21,"Mercer","Winthrop",97,102,"A",110.9,121.6,112,54.9,17.3,27.3,36.1,44,113.7,112.9,117.8,64,19.6,28.9,84.2,47.83
"MercyhurstAir Force11-24",2024-11-24,"Mercyhurst","Air Force",48,82,"A",89,140,82.1,37.3,10.3,13.5,27.5,19.05,119,101.2,140.3,80.2,20.5,31.6,18.8,71.43
